harness,method,scenario,seed_idx,instance_seed,optimizer_stream
tier1,ga,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 1, 1, 16])"
tier1,ga,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 1, 1, 17])"
tier1,ga,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 1, 1, 18])"
tier1,ga,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 1, 1, 19])"
tier1,ga,clustered_N250_K10,20,3682743748,"SeedSequence([9876, 1, 1, 1, 20])"
tier1,ga,clustered_N250_K10,21,1772291818,"SeedSequence([9876, 1, 1, 1, 21])"
tier1,ga,clustered_N250_K10,22,3085228740,"SeedSequence([9876, 1, 1, 1, 22])"
tier1,ga,clustered_N250_K10,23,2541097128,"SeedSequence([9876, 1, 1, 1, 23])"
tier1,ga,clustered_N250_K10,24,3251617958,"SeedSequence([9876, 1, 1, 1, 24])"
tier1,ga,clustered_N250_K10,25,2811616872,"SeedSequence([9876, 1, 1, 1, 25])"
tier1,ga,clustered_N250_K10,26,1489023596,"SeedSequence([9876, 1, 1, 1, 26])"
tier1,ga,clustered_N250_K10,27,382986382,"SeedSequence([9876, 1, 1, 1, 27])"
tier1,ga,clustered_N250_K10,28,3192228886,"SeedSequence([9876, 1, 1, 1, 28])"
tier1,ga,clustered_N250_K10,29,913074028,"SeedSequence([9876, 1, 1, 1, 29])"
tier1,random,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 2, 1, 0])"
tier1,random,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 2, 1, 1])"
tier1,random,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 2, 1, 2])"
tier1,random,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 2, 1, 3])"
tier1,random,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 2, 1, 4])"
tier1,random,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 2, 1, 5])"
tier1,random,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 2, 1, 6])"
tier1,random,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 2, 1, 7])"
tier1,random,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 2, 1, 8])"
tier1,random,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 2, 1, 9])"
tier1,random,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 2, 1, 10])"
tier1,random,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 2, 1, 11])"
tier1,random,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 2, 1, 12])"
tier1,random,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 2, 1, 13])"
tier1,random,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 2, 1, 14])"
tier1,random,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 2, 1, 15])"
tier1,random,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 2, 1, 16])"
tier1,random,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 2, 1, 17])"
tier1,random,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 2, 1, 18])"
tier1,random,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 2, 1, 19])"
tier1,random,clustered_N250_K10,20,3682743748,"SeedSequence([9876, 1, 2, 1, 20])"
tier1,random,clustered_N250_K10,21,1772291818,"SeedSequence([9876, 1, 2, 1, 21])"
tier1,random,clustered_N250_K10,22,3085228740,"SeedSequence([9876, 1, 2, 1, 22])"
tier1,random,clustered_N250_K10,23,2541097128,"SeedSequence([9876, 1, 2, 1, 23])"
tier1,random,clustered_N250_K10,24,3251617958,"SeedSequence([9876, 1, 2, 1, 24])"
tier1,random,clustered_N250_K10,25,2811616872,"SeedSequence([9876, 1, 2, 1, 25])"
tier1,random,clustered_N250_K10,26,1489023596,"SeedSequence([9876, 1, 2, 1, 26])"
tier1,random,clustered_N250_K10,27,382986382,"SeedSequence([9876, 1, 2, 1, 27])"
tier1,random,clustered_N250_K10,28,3192228886,"SeedSequence([9876, 1, 2, 1, 28])"
tier1,random,clustered_N250_K10,29,913074028,"SeedSequence([9876, 1, 2, 1, 29])"
tier1,pso,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 0, 2, 0])"
tier1,pso,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 0, 2, 1])"
tier1,pso,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 0, 2, 2])"
tier1,pso,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 0, 2, 3])"
tier1,pso,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 0, 2, 4])"
tier1,pso,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 0, 2, 5])"
tier1,pso,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 0, 2, 6])"
tier1,pso,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 0, 2, 7])"
tier1,pso,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 0, 2, 8])"
tier1,pso,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 0, 2, 9])"
tier1,pso,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 0, 2, 10])"
tier1,pso,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 0, 2, 11])"
tier1,pso,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 0, 2, 12])"
tier1,pso,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 0, 2, 13])"
tier1,pso,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 0, 2, 14])"
tier1,pso,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 0, 2, 15])"
tier1,pso,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 0, 2, 16])"
tier1,pso,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 0, 2, 17])"
tier1,pso,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 0, 2, 18])"
tier1,pso,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 0, 2, 19])"
tier1,pso,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 0, 2, 20])"
tier1,pso,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 0, 2, 21])"
tier1,pso,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 0, 2, 22])"
tier1,pso,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 0, 2, 23])"
tier1,pso,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 0, 2, 24])"
tier1,pso,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 0, 2, 25])"
tier1,pso,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 0, 2, 26])"
tier1,pso,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 0, 2, 27])"
tier1,pso,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 0, 2, 28])"
tier1,pso,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 0, 2, 29])"
tier1,ga,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 1, 2, 0])"
tier1,ga,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 1, 2, 1])"
tier1,ga,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 1, 2, 2])"
tier1,ga,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 1, 2, 3])"
tier1,ga,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 1, 2, 4])"
tier1,ga,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 1, 2, 5])"
tier1,ga,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 1, 2, 6])"
tier1,ga,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 1, 2, 7])"
tier1,ga,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 1, 2, 8])"
tier1,ga,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 1, 2, 9])"
tier1,ga,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 1, 2, 10])"
tier1,ga,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 1, 2, 11])"
tier1,ga,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 1, 2, 12])"
tier1,ga,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 1, 2, 13])"
tier1,ga,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 1, 2, 14])"
tier1,ga,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 1, 2, 15])"
tier1,ga,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 1, 2, 16])"
tier1,ga,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 1, 2, 17])"
tier1,ga,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 1, 2, 18])"
tier1,ga,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 1, 2, 19])"
tier1,ga,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 1, 2, 20])"
tier1,ga,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 1, 2, 21])"
tier1,ga,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 1, 2, 22])"
tier1,ga,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 1, 2, 23])"
tier1,ga,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 1, 2, 24])"
tier1,ga,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 1, 2, 25])"
tier1,ga,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 1, 2, 26])"
tier1,ga,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 1, 2, 27])"
tier1,ga,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 1, 2, 28])"
tier1,ga,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 1, 2, 29])"
tier1,random,epicenter_biased_N250_K10,0,119619328,"SeedSequence([9876, 1, 2, 2, 0])"
tier1,random,epicenter_biased_N250_K10,1,3186811806,"SeedSequence([9876, 1, 2, 2, 1])"
tier1,random,epicenter_biased_N250_K10,2,2187988983,"SeedSequence([9876, 1, 2, 2, 2])"
tier1,random,epicenter_biased_N250_K10,3,1254208131,"SeedSequence([9876, 1, 2, 2, 3])"
tier1,random,epicenter_biased_N250_K10,4,4251248789,"SeedSequence([9876, 1, 2, 2, 4])"
tier1,random,epicenter_biased_N250_K10,5,2269744080,"SeedSequence([9876, 1, 2, 2, 5])"
tier1,random,epicenter_biased_N250_K10,6,504948272,"SeedSequence([9876, 1, 2, 2, 6])"
tier1,random,epicenter_biased_N250_K10,7,2467670444,"SeedSequence([9876, 1, 2, 2, 7])"
tier1,random,epicenter_biased_N250_K10,8,662462511,"SeedSequence([9876, 1, 2, 2, 8])"
tier1,random,epicenter_biased_N250_K10,9,1662610699,"SeedSequence([9876, 1, 2, 2, 9])"
tier1,random,epicenter_biased_N250_K10,10,3441849386,"SeedSequence([9876, 1, 2, 2, 10])"
tier1,random,epicenter_biased_N250_K10,11,3135045858,"SeedSequence([9876, 1, 2, 2, 11])"
tier1,random,epicenter_biased_N250_K10,12,1700926609,"SeedSequence([9876, 1, 2, 2, 12])"
tier1,random,epicenter_biased_N250_K10,13,2579258977,"SeedSequence([9876, 1, 2, 2, 13])"
tier1,random,epicenter_biased_N250_K10,14,2995817524,"SeedSequence([9876, 1, 2, 2, 14])"
tier1,random,epicenter_biased_N250_K10,15,1625202065,"SeedSequence([9876, 1, 2, 2, 15])"
tier1,random,epicenter_biased_N250_K10,16,3678295998,"SeedSequence([9876, 1, 2, 2, 16])"
tier1,random,epicenter_biased_N250_K10,17,2218719421,"SeedSequence([9876, 1, 2, 2, 17])"
tier1,random,epicenter_biased_N250_K10,18,3019455314,"SeedSequence([9876, 1, 2, 2, 18])"
tier1,random,epicenter_biased_N250_K10,19,402258950,"SeedSequence([9876, 1, 2, 2, 19])"
tier1,random,epicenter_biased_N250_K10,20,3252644764,"SeedSequence([9876, 1, 2, 2, 20])"
tier1,random,epicenter_biased_N250_K10,21,1449543570,"SeedSequence([9876, 1, 2, 2, 21])"
tier1,random,epicenter_biased_N250_K10,22,1346856644,"SeedSequence([9876, 1, 2, 2, 22])"
tier1,random,epicenter_biased_N250_K10,23,2199227464,"SeedSequence([9876, 1, 2, 2, 23])"
tier1,random,epicenter_biased_N250_K10,24,2125276538,"SeedSequence([9876, 1, 2, 2, 24])"
tier1,random,epicenter_biased_N250_K10,25,2605604208,"SeedSequence([9876, 1, 2, 2, 25])"
tier1,random,epicenter_biased_N250_K10,26,3745677564,"SeedSequence([9876, 1, 2, 2, 26])"
tier1,random,epicenter_biased_N250_K10,27,621459013,"SeedSequence([9876, 1, 2, 2, 27])"
tier1,random,epicenter_biased_N250_K10,28,4211361902,"SeedSequence([9876, 1, 2, 2, 28])"
tier1,random,epicenter_biased_N250_K10,29,867047634,"SeedSequence([9876, 1, 2, 2, 29])"
tier1,pso,real_N250_K10,0,2341638486,"SeedSequence([9876, 1, 0, 3, 0])"
tier1,pso,real_N250_K10,1,795342679,"SeedSequence([9876, 1, 0, 3, 1])"
tier1,pso,real_N250_K10,2,704696768,"SeedSequence([9876, 1, 0, 3, 2])"
tier1,pso,real_N250_K10,3,1001164441,"SeedSequence([9876, 1, 0, 3, 3])"
tier1,pso,real_N250_K10,4,2555509301,"SeedSequence([9876, 1, 0, 3, 4])"
tier1,pso,real_N250_K10,5,641901269,"SeedSequence([9876, 1, 0, 3, 5])"
tier1,pso,real_N250_K10,6,1454150826,"SeedSequence([9876, 1, 0, 3, 6])"
tier1,pso,real_N250_K10,7,1530090774,"SeedSequence([9876, 1, 0, 3, 7])"
tier1,pso,real_N250_K10,8,3600799134,"SeedSequence([9876, 1, 0, 3, 8])"
tier1,pso,real_N250_K10,9,3650450008,"SeedSequence([9876, 1, 0, 3, 9])"
