harness,method,N,seed_idx,job_seed,seed,partition_seed
paper_sweep,power_of_choice,30,9,82077,106814,5318
paper_sweep,mozaffari2016,30,0,10806,32357,5309
paper_sweep,mozaffari2016,30,1,18725,7542,5310
paper_sweep,mozaffari2016,30,2,26644,15431,5311
paper_sweep,mozaffari2016,30,3,34563,54096,5312
paper_sweep,mozaffari2016,30,4,42482,61857,5313
paper_sweep,mozaffari2016,30,5,50401,37042,5314
paper_sweep,mozaffari2016,30,6,58320,46979,5315
paper_sweep,mozaffari2016,30,7,66239,87788,5316
paper_sweep,mozaffari2016,30,8,74158,95741,5317
paper_sweep,mozaffari2016,30,9,82077,70862,5318
paper_sweep,alzenad2017,30,0,10806,30254,5309
paper_sweep,alzenad2017,30,1,18725,5437,5310
paper_sweep,alzenad2017,30,2,26644,13324,5311
paper_sweep,alzenad2017,30,3,34563,56091,5312
paper_sweep,alzenad2017,30,4,42482,63978,5313
paper_sweep,alzenad2017,30,5,50401,39161,5314
paper_sweep,alzenad2017,30,6,58320,49096,5315
paper_sweep,alzenad2017,30,7,66239,89767,5316
paper_sweep,alzenad2017,30,8,74158,97718,5317
paper_sweep,alzenad2017,30,9,82077,72837,5318
paper_sweep,proposed_hfl,50,0,11426,16641,5309
paper_sweep,proposed_hfl,50,1,19345,9778,5310
paper_sweep,proposed_hfl,50,2,27264,1827,5311
paper_sweep,proposed_hfl,50,3,35183,58572,5312
paper_sweep,proposed_hfl,50,4,43102,50685,5313
paper_sweep,proposed_hfl,50,5,51021,43758,5314
paper_sweep,proposed_hfl,50,6,58940,35743,5315
paper_sweep,proposed_hfl,50,7,66859,92296,5316
paper_sweep,proposed_hfl,50,8,74778,84409,5317
paper_sweep,proposed_hfl,50,9,82697,77482,5318
paper_sweep,flat_fl,50,0,11426,53298,5309
paper_sweep,flat_fl,50,1,19345,46849,5310
paper_sweep,flat_fl,50,2,27264,38416,5311
paper_sweep,flat_fl,50,3,35183,30207,5312
paper_sweep,flat_fl,50,4,43102,21710,5313
paper_sweep,flat_fl,50,5,51021,15325,5314
paper_sweep,flat_fl,50,6,58940,6828,5315
paper_sweep,flat_fl,50,7,66859,129467,5316
paper_sweep,flat_fl,50,8,74778,120970,5317
paper_sweep,flat_fl,50,9,82697,114585,5318
paper_sweep,centralized,50,0,11426,57062,5309
paper_sweep,centralized,50,1,19345,47573,5310
paper_sweep,centralized,50,2,27264,39108,5311
paper_sweep,centralized,50,3,35183,31531,5312
paper_sweep,centralized,50,4,43102,23066,5313
paper_sweep,centralized,50,5,51021,13577,5314
paper_sweep,centralized,50,6,58940,5240,5315
paper_sweep,centralized,50,7,66859,128879,5316
paper_sweep,centralized,50,8,74778,120414,5317
paper_sweep,centralized,50,9,82697,110925,5318
paper_sweep,hfl_no_selection,50,0,11426,19728,5309
paper_sweep,hfl_no_selection,50,1,19345,10787,5310
paper_sweep,hfl_no_selection,50,2,27264,2866,5311
paper_sweep,hfl_no_selection,50,3,35183,59613,5312
paper_sweep,hfl_no_selection,50,4,43102,51692,5313
paper_sweep,hfl_no_selection,50,5,51021,42751,5314
paper_sweep,hfl_no_selection,50,6,58940,34702,5315
paper_sweep,hfl_no_selection,50,7,66859,91289,5316
paper_sweep,hfl_no_selection,50,8,74778,83368,5317
paper_sweep,hfl_no_selection,50,9,82697,74427,5318
paper_sweep,hfl_static,50,0,11426,35219,5309
paper_sweep,hfl_static,50,1,19345,61088,5310
paper_sweep,hfl_static,50,2,27264,53169,5311
paper_sweep,hfl_static,50,3,35183,11358,5312
paper_sweep,hfl_static,50,4,43102,3439,5313
paper_sweep,hfl_static,50,5,51021,25212,5314
paper_sweep,hfl_static,50,6,58940,17165,5315
paper_sweep,hfl_static,50,7,66859,106522,5316
paper_sweep,hfl_static,50,8,74778,98603,5317
paper_sweep,hfl_static,50,9,82697,124472,5318
paper_sweep,hfl_no_reputation,50,0,11426,24948,5309
paper_sweep,hfl_no_reputation,50,1,19345,1607,5310
paper_sweep,hfl_no_reputation,50,2,27264,10070,5311
paper_sweep,hfl_no_reputation,50,3,35183,50361,5312
paper_sweep,hfl_no_reputation,50,4,43102,58760,5313
paper_sweep,hfl_no_reputation,50,5,51021,35483,5314
paper_sweep,hfl_no_reputation,50,6,58940,44010,5315
paper_sweep,hfl_no_reputation,50,7,66859,84221,5316
paper_sweep,hfl_no_reputation,50,8,74778,92620,5317
paper_sweep,hfl_no_reputation,50,9,82697,69343,5318
paper_sweep,fedcs,50,0,11426,49908,5309
paper_sweep,fedcs,50,1,19345,42439,5310
paper_sweep,fedcs,50,2,27264,34006,5311
paper_sweep,fedcs,50,3,35183,26425,5312
paper_sweep,fedcs,50,4,43102,17928,5313
paper_sweep,fedcs,50,5,51021,10523,5314
paper_sweep,fedcs,50,6,58940,2154,5315
paper_sweep,fedcs,50,7,66859,125821,5316
paper_sweep,fedcs,50,8,74778,117324,5317
paper_sweep,fedcs,50,9,82697,109919,5318
paper_sweep,rep_cap,50,0,11426,13092,5309
paper_sweep,rep_cap,50,1,19345,21527,5310
paper_sweep,rep_cap,50,2,27264,29958,5311
paper_sweep,rep_cap,50,3,35183,38633,5312
paper_sweep,rep_cap,50,4,43102,47064,5313
paper_sweep,rep_cap,50,5,51021,55499,5314
paper_sweep,rep_cap,50,6,58940,63930,5315
paper_sweep,rep_cap,50,7,66859,72365,5316
paper_sweep,rep_cap,50,8,74778,80796,5317
paper_sweep,rep_cap,50,9,82697,89231,5318
paper_sweep,fair_mab,50,0,11426,19368,5309
paper_sweep,fair_mab,50,1,19345,11419,5310
paper_sweep,fair_mab,50,2,27264,3466,5311
paper_sweep,fair_mab,50,3,35183,61029,5312
paper_sweep,fair_mab,50,4,43102,53076,5313
paper_sweep,fair_mab,50,5,51021,41031,5314
paper_sweep,fair_mab,50,6,58940,33078,5315
paper_sweep,fair_mab,50,7,66859,90657,5316
paper_sweep,fair_mab,50,8,74778,82704,5317
paper_sweep,fair_mab,50,9,82697,74755,5318
paper_sweep,oort,50,0,11426,33010,5309
paper_sweep,oort,50,1,19345,59329,5310
paper_sweep,oort,50,2,27264,50896,5311
paper_sweep,oort,50,3,35183,9535,5312
paper_sweep,oort,50,4,43102,1038,5313
paper_sweep,oort,50,5,51021,27421,5314
paper_sweep,oort,50,6,58940,19052,5315
paper_sweep,oort,50,7,66859,108923,5316
paper_sweep,oort,50,8,74778,100426,5317
paper_sweep,oort,50,9,82697,126809,5318
paper_sweep,power_of_choice,50,0,11426,52481,5309
paper_sweep,power_of_choice,50,1,19345,43570,5310
paper_sweep,power_of_choice,50,2,27264,35619,5311
paper_sweep,power_of_choice,50,3,35183,26828,5312
paper_sweep,power_of_choice,50,4,43102,18941,5313
paper_sweep,power_of_choice,50,5,51021,9966,5314
paper_sweep,power_of_choice,50,6,58940,1951,5315
paper_sweep,power_of_choice,50,7,66859,124040,5316
paper_sweep,power_of_choice,50,8,74778,116153,5317
paper_sweep,power_of_choice,50,9,82697,107178,5318
paper_sweep,mozaffari2016,50,0,11426,30961,5309
paper_sweep,mozaffari2016,50,1,19345,8130,5310
paper_sweep,mozaffari2016,50,2,27264,16083,5311
paper_sweep,mozaffari2016,50,3,35183,56636,5312
paper_sweep,mozaffari2016,50,4,43102,64525,5313
paper_sweep,mozaffari2016,50,5,51021,37662,5314
paper_sweep,mozaffari2016,50,6,58940,45679,5315
paper_sweep,mozaffari2016,50,7,66859,86392,5316
paper_sweep,mozaffari2016,50,8,74778,94281,5317
paper_sweep,mozaffari2016,50,9,82697,71514,5318
paper_sweep,alzenad2017,50,0,11426,28858,5309
paper_sweep,alzenad2017,50,1,19345,6025,5310
paper_sweep,alzenad2017,50,2,27264,13976,5311
paper_sweep,alzenad2017,50,3,35183,54647,5312
paper_sweep,alzenad2017,50,4,43102,62534,5313
paper_sweep,alzenad2017,50,5,51021,39765,5314
paper_sweep,alzenad2017,50,6,58940,47652,5315
paper_sweep,alzenad2017,50,7,66859,88371,5316
paper_sweep,alzenad2017,50,8,74778,96258,5317
paper_sweep,alzenad2017,50,9,82697,73489,5318
paper_sweep,proposed_hfl,100,0,12976,24339,5309
paper_sweep,proposed_hfl,100,1,20895,15420,5310
paper_sweep,proposed_hfl,100,2,28814,7469,5311
paper_sweep,proposed_hfl,100,3,36733,58078,5312
paper_sweep,proposed_hfl,100,4,44652,50127,5313
paper_sweep,proposed_hfl,100,5,52571,41208,5314
paper_sweep,proposed_hfl,100,6,60490,33257,5315
paper_sweep,proposed_hfl,100,7,68409,91802,5316
paper_sweep,proposed_hfl,100,8,76328,83851,5317
paper_sweep,proposed_hfl,100,9,84247,74932,5318
paper_sweep,flat_fl,100,0,12976,52768,5309
paper_sweep,flat_fl,100,1,20895,44303,5310
paper_sweep,flat_fl,100,2,28814,35870,5311
paper_sweep,flat_fl,100,3,36733,29677,5312
paper_sweep,flat_fl,100,4,44652,21244,5313
paper_sweep,flat_fl,100,5,52571,12747,5314
paper_sweep,flat_fl,100,6,60490,4314,5315
paper_sweep,flat_fl,100,7,68409,128937,5316
paper_sweep,flat_fl,100,8,76328,120504,5317
paper_sweep,flat_fl,100,9,84247,112007,5318
paper_sweep,centralized,100,0,12976,49396,5309
paper_sweep,centralized,100,1,20895,41947,5310
paper_sweep,centralized,100,2,28814,33482,5311
paper_sweep,centralized,100,3,36733,32057,5312
paper_sweep,centralized,100,4,44652,23592,5313
paper_sweep,centralized,100,5,52571,16159,5314
paper_sweep,centralized,100,6,60490,7694,5315
paper_sweep,centralized,100,7,68409,129405,5316
paper_sweep,centralized,100,8,76328,120940,5317
paper_sweep,centralized,100,9,84247,113491,5318
paper_sweep,hfl_no_selection,100,0,12976,21250,5309
paper_sweep,hfl_no_selection,100,1,20895,12333,5310
paper_sweep,hfl_no_selection,100,2,28814,4412,5311
paper_sweep,hfl_no_selection,100,3,36733,61135,5312
paper_sweep,hfl_no_selection,100,4,44652,53214,5313
paper_sweep,hfl_no_selection,100,5,52571,44265,5314
paper_sweep,hfl_no_selection,100,6,60490,36344,5315
paper_sweep,hfl_no_selection,100,7,68409,92811,5316
paper_sweep,hfl_no_selection,100,8,76328,84890,5317
paper_sweep,hfl_no_selection,100,9,84247,75941,5318
paper_sweep,hfl_static,100,0,12976,38785,5309
paper_sweep,hfl_static,100,1,20895,62638,5310
paper_sweep,hfl_static,100,2,28814,54719,5311
paper_sweep,hfl_static,100,3,36733,10828,5312
paper_sweep,hfl_static,100,4,44652,2909,5313
paper_sweep,hfl_static,100,5,52571,26730,5314
paper_sweep,hfl_static,100,6,60490,18811,5315
paper_sweep,hfl_static,100,7,68409,110088,5316
paper_sweep,hfl_static,100,8,76328,102169,5317
paper_sweep,hfl_static,100,9,84247,125990,5318
paper_sweep,hfl_no_reputation,100,0,12976,32614,5309
paper_sweep,hfl_no_reputation,100,1,20895,7241,5310
paper_sweep,hfl_no_reputation,100,2,28814,15704,5311
paper_sweep,hfl_no_reputation,100,3,36733,49835,5312
paper_sweep,hfl_no_reputation,100,4,44652,58298,5313
paper_sweep,hfl_no_reputation,100,5,52571,32909,5314
paper_sweep,hfl_no_reputation,100,6,60490,41372,5315
paper_sweep,hfl_no_reputation,100,7,68409,83695,5316
paper_sweep,hfl_no_reputation,100,8,76328,92158,5317
paper_sweep,hfl_no_reputation,100,9,84247,66753,5318
paper_sweep,fedcs,100,0,12976,56550,5309
paper_sweep,fedcs,100,1,20895,49097,5310
paper_sweep,fedcs,100,2,28814,40664,5311
paper_sweep,fedcs,100,3,36733,24875,5312
paper_sweep,fedcs,100,4,44652,16442,5313
paper_sweep,fedcs,100,5,52571,8973,5314
paper_sweep,fedcs,100,6,60490,540,5315
paper_sweep,fedcs,100,7,68409,124271,5316
paper_sweep,fedcs,100,8,76328,115838,5317
paper_sweep,fedcs,100,9,84247,108353,5318
paper_sweep,rep_cap,100,0,12976,11574,5309
paper_sweep,rep_cap,100,1,20895,19993,5310
paper_sweep,rep_cap,100,2,28814,28424,5311
paper_sweep,rep_cap,100,3,36733,37115,5312
paper_sweep,rep_cap,100,4,44652,45546,5313
paper_sweep,rep_cap,100,5,52571,53981,5314
paper_sweep,rep_cap,100,6,60490,62412,5315
paper_sweep,rep_cap,100,7,68409,70847,5316
paper_sweep,rep_cap,100,8,76328,79278,5317
paper_sweep,rep_cap,100,9,84247,87697,5318
paper_sweep,fair_mab,100,0,12976,21946,5309
paper_sweep,fair_mab,100,1,20895,13973,5310
paper_sweep,fair_mab,100,2,28814,6020,5311
paper_sweep,fair_mab,100,3,36733,59511,5312
paper_sweep,fair_mab,100,4,44652,51558,5313
paper_sweep,fair_mab,100,5,52571,43601,5314
paper_sweep,fair_mab,100,6,60490,35648,5315
paper_sweep,fair_mab,100,7,68409,93235,5316
paper_sweep,fair_mab,100,8,76328,85282,5317
paper_sweep,fair_mab,100,9,84247,77341,5318
paper_sweep,oort,100,0,12976,40672,5309
paper_sweep,oort,100,1,20895,64975,5310
paper_sweep,oort,100,2,28814,56542,5311
paper_sweep,oort,100,3,36733,9005,5312
paper_sweep,oort,100,4,44652,572,5313
paper_sweep,oort,100,5,52571,24843,5314
paper_sweep,oort,100,6,60490,16410,5315
paper_sweep,oort,100,7,68409,108393,5316
paper_sweep,oort,100,8,76328,99960,5317
paper_sweep,oort,100,9,84247,124231,5318
paper_sweep,power_of_choice,100,0,12976,54035,5309
paper_sweep,power_of_choice,100,1,20895,45116,5310
paper_sweep,power_of_choice,100,2,28814,37165,5311
paper_sweep,power_of_choice,100,3,36733,28382,5312
paper_sweep,power_of_choice,100,4,44652,20431,5313
paper_sweep,power_of_choice,100,5,52571,11512,5314
paper_sweep,power_of_choice,100,6,60490,3561,5315
paper_sweep,power_of_choice,100,7,68409,125594,5316
paper_sweep,power_of_choice,100,8,76328,117643,5317
paper_sweep,power_of_choice,100,9,84247,108724,5318
paper_sweep,mozaffari2016,100,0,12976,26339,5309
paper_sweep,mozaffari2016,100,1,20895,1484,5310
paper_sweep,mozaffari2016,100,2,28814,9437,5311
paper_sweep,mozaffari2016,100,3,36733,56110,5312
paper_sweep,mozaffari2016,100,4,44652,64063,5313
paper_sweep,mozaffari2016,100,5,52571,39176,5314
paper_sweep,mozaffari2016,100,6,60490,47129,5315
paper_sweep,mozaffari2016,100,7,68409,89962,5316
paper_sweep,mozaffari2016,100,8,76328,97915,5317
paper_sweep,mozaffari2016,100,9,84247,73028,5318
paper_sweep,alzenad2017,100,0,12976,28328,5309
paper_sweep,alzenad2017,100,1,20895,3463,5310
paper_sweep,alzenad2017,100,2,28814,11414,5311
paper_sweep,alzenad2017,100,3,36733,54117,5312
paper_sweep,alzenad2017,100,4,44652,62068,5313
paper_sweep,alzenad2017,100,5,52571,37187,5314
paper_sweep,alzenad2017,100,6,60490,45138,5315
paper_sweep,alzenad2017,100,7,68409,87841,5316
paper_sweep,alzenad2017,100,8,76328,95792,5317
paper_sweep,alzenad2017,100,9,84247,70927,5318
paper_sweep,proposed_hfl,200,0,16076,21359,5309
paper_sweep,proposed_hfl,200,1,23995,12312,5310
paper_sweep,proposed_hfl,200,2,31914,4361,5311
paper_sweep,proposed_hfl,200,3,39833,63034,5312
paper_sweep,proposed_hfl,200,4,47752,55083,5313
paper_sweep,proposed_hfl,200,5,55671,46292,5314
paper_sweep,proposed_hfl,200,6,63590,38341,5315
paper_sweep,proposed_hfl,200,7,71509,97014,5316
paper_sweep,proposed_hfl,200,8,79428,89063,5317
paper_sweep,proposed_hfl,200,9,87347,80016,5318
paper_sweep,flat_fl,200,0,16076,49756,5309
paper_sweep,flat_fl,200,1,23995,41259,5310
paper_sweep,flat_fl,200,2,31914,32826,5311
paper_sweep,flat_fl,200,3,39833,26377,5312
paper_sweep,flat_fl,200,4,47752,17944,5313
paper_sweep,flat_fl,200,5,55671,9703,5314
paper_sweep,flat_fl,200,6,63590,1270,5315
paper_sweep,flat_fl,200,7,71509,125893,5316
paper_sweep,flat_fl,200,8,79428,117460,5317
paper_sweep,flat_fl,200,9,87347,108963,5318
paper_sweep,centralized,200,0,16076,52360,5309
paper_sweep,centralized,200,1,23995,45055,5310
paper_sweep,centralized,200,2,31914,36590,5311
paper_sweep,centralized,200,3,39833,27101,5312
paper_sweep,centralized,200,4,47752,18636,5313
paper_sweep,centralized,200,5,55671,11059,5314
paper_sweep,centralized,200,6,63590,2594,5315
paper_sweep,centralized,200,7,71509,124177,5316
paper_sweep,centralized,200,8,79428,115712,5317
paper_sweep,centralized,200,9,87347,108407,5318
paper_sweep,hfl_no_selection,200,0,16076,24446,5309
paper_sweep,hfl_no_selection,200,1,23995,15369,5310
paper_sweep,hfl_no_selection,200,2,31914,7448,5311
paper_sweep,hfl_no_selection,200,3,39833,64043,5312
paper_sweep,hfl_no_selection,200,4,47752,56122,5313
paper_sweep,hfl_no_selection,200,5,55671,47301,5314
paper_sweep,hfl_no_selection,200,6,63590,39380,5315
paper_sweep,hfl_no_selection,200,7,71509,95975,5316
paper_sweep,hfl_no_selection,200,8,79428,88054,5317
paper_sweep,hfl_no_selection,200,9,87347,78977,5318
paper_sweep,hfl_static,200,0,16076,39933,5309
paper_sweep,hfl_static,200,1,23995,63626,5310
paper_sweep,hfl_static,200,2,31914,55707,5311
paper_sweep,hfl_static,200,3,39833,16040,5312
paper_sweep,hfl_static,200,4,47752,8121,5313
paper_sweep,hfl_static,200,5,55671,31814,5314
paper_sweep,hfl_static,200,6,63590,23895,5315
paper_sweep,hfl_static,200,7,71509,111204,5316
paper_sweep,hfl_static,200,8,79428,103285,5317
paper_sweep,hfl_static,200,9,87347,126978,5318
paper_sweep,hfl_no_reputation,200,0,16076,29466,5309
paper_sweep,hfl_no_reputation,200,1,23995,4205,5310
paper_sweep,hfl_no_reputation,200,2,31914,12668,5311
paper_sweep,hfl_no_reputation,200,3,39833,54863,5312
paper_sweep,hfl_no_reputation,200,4,47752,63326,5313
paper_sweep,hfl_no_reputation,200,5,55671,38049,5314
paper_sweep,hfl_no_reputation,200,6,63590,46512,5315
paper_sweep,hfl_no_reputation,200,7,71509,88707,5316
paper_sweep,hfl_no_reputation,200,8,79428,97170,5317
paper_sweep,hfl_no_reputation,200,9,87347,71909,5318
paper_sweep,fedcs,200,0,16076,53402,5309
paper_sweep,fedcs,200,1,23995,46061,5310
paper_sweep,fedcs,200,2,31914,37628,5311
paper_sweep,fedcs,200,3,39833,30159,5312
paper_sweep,fedcs,200,4,47752,21726,5313
paper_sweep,fedcs,200,5,55671,14113,5314
paper_sweep,fedcs,200,6,63590,5680,5315
paper_sweep,fedcs,200,7,71509,129283,5316
paper_sweep,fedcs,200,8,79428,120850,5317
paper_sweep,fedcs,200,9,87347,113509,5318
paper_sweep,rep_cap,200,0,16076,8522,5309
paper_sweep,rep_cap,200,1,23995,16957,5310
paper_sweep,rep_cap,200,2,31914,25388,5311
paper_sweep,rep_cap,200,3,39833,33823,5312
paper_sweep,rep_cap,200,4,47752,42254,5313
paper_sweep,rep_cap,200,5,55671,50929,5314
paper_sweep,rep_cap,200,6,63590,59360,5315
paper_sweep,rep_cap,200,7,71509,67795,5316
paper_sweep,rep_cap,200,8,79428,76226,5317
paper_sweep,rep_cap,200,9,87347,84661,5318
paper_sweep,fair_mab,200,0,16076,22982,5309
paper_sweep,fair_mab,200,1,23995,15025,5310
paper_sweep,fair_mab,200,2,31914,7072,5311
paper_sweep,fair_mab,200,3,39833,64659,5312
paper_sweep,fair_mab,200,4,47752,56706,5313
paper_sweep,fair_mab,200,5,55671,48765,5314
paper_sweep,fair_mab,200,6,63590,40812,5315
paper_sweep,fair_mab,200,7,71509,94303,5316
paper_sweep,fair_mab,200,8,79428,86350,5317
paper_sweep,fair_mab,200,9,87347,78393,5318
paper_sweep,oort,200,0,16076,37532,5309
paper_sweep,oort,200,1,23995,61931,5310
paper_sweep,oort,200,2,31914,53498,5311
paper_sweep,oort,200,3,39833,14281,5312
paper_sweep,oort,200,4,47752,5848,5313
paper_sweep,oort,200,5,55671,29991,5314
paper_sweep,oort,200,6,63590,21558,5315
paper_sweep,oort,200,7,71509,113413,5316
paper_sweep,oort,200,8,79428,104980,5317
paper_sweep,oort,200,9,87347,129379,5318
paper_sweep,power_of_choice,200,0,16076,57199,5309
paper_sweep,power_of_choice,200,1,23995,48152,5310
paper_sweep,power_of_choice,200,2,31914,40201,5311
paper_sweep,power_of_choice,200,3,39833,31290,5312
paper_sweep,power_of_choice,200,4,47752,23339,5313
paper_sweep,power_of_choice,200,5,55671,14548,5314
paper_sweep,power_of_choice,200,6,63590,6597,5315
paper_sweep,power_of_choice,200,7,71509,128758,5316
paper_sweep,power_of_choice,200,8,79428,120807,5317
paper_sweep,power_of_choice,200,9,87347,111760,5318
paper_sweep,mozaffari2016,200,0,16076,27295,5309
paper_sweep,mozaffari2016,200,1,23995,2536,5310
paper_sweep,mozaffari2016,200,2,31914,10489,5311
paper_sweep,mozaffari2016,200,3,39833,53194,5312
paper_sweep,mozaffari2016,200,4,47752,61147,5313
paper_sweep,mozaffari2016,200,5,55671,36132,5314
paper_sweep,mozaffari2016,200,6,63590,44085,5315
paper_sweep,mozaffari2016,200,7,71509,82694,5316
paper_sweep,mozaffari2016,200,8,79428,90647,5317
paper_sweep,mozaffari2016,200,9,87347,65888,5318
paper_sweep,alzenad2017,200,0,16076,25300,5309
paper_sweep,alzenad2017,200,1,23995,419,5310
paper_sweep,alzenad2017,200,2,31914,8370,5311
paper_sweep,alzenad2017,200,3,39833,51073,5312
paper_sweep,alzenad2017,200,4,47752,59024,5313
paper_sweep,alzenad2017,200,5,55671,34159,5314
paper_sweep,alzenad2017,200,6,63590,42110,5315
paper_sweep,alzenad2017,200,7,71509,84813,5316
paper_sweep,alzenad2017,200,8,79428,92764,5317
paper_sweep,alzenad2017,200,9,87347,67883,5318
