harness,method,scenario,seed_idx,instance_seed,optimizer_stream
tier1,alzenad2017,uniform_N250_K10,13,2937595121,"SeedSequence([9876, 1, 6, 0, 13])"
tier1,alzenad2017,uniform_N250_K10,14,2470441522,"SeedSequence([9876, 1, 6, 0, 14])"
tier1,alzenad2017,uniform_N250_K10,15,2753188299,"SeedSequence([9876, 1, 6, 0, 15])"
tier1,alzenad2017,uniform_N250_K10,16,2969715714,"SeedSequence([9876, 1, 6, 0, 16])"
tier1,alzenad2017,uniform_N250_K10,17,516405647,"SeedSequence([9876, 1, 6, 0, 17])"
tier1,alzenad2017,uniform_N250_K10,18,2228315801,"SeedSequence([9876, 1, 6, 0, 18])"
tier1,alzenad2017,uniform_N250_K10,19,2566146087,"SeedSequence([9876, 1, 6, 0, 19])"
tier1,pso,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 0, 1, 0])"
tier1,pso,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 0, 1, 1])"
tier1,pso,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 0, 1, 2])"
tier1,pso,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 0, 1, 3])"
tier1,pso,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 0, 1, 4])"
tier1,pso,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 0, 1, 5])"
tier1,pso,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 0, 1, 6])"
tier1,pso,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 0, 1, 7])"
tier1,pso,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 0, 1, 8])"
tier1,pso,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 0, 1, 9])"
tier1,pso,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 0, 1, 10])"
tier1,pso,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 0, 1, 11])"
tier1,pso,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 0, 1, 12])"
tier1,pso,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 0, 1, 13])"
tier1,pso,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 0, 1, 14])"
tier1,pso,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 0, 1, 15])"
tier1,pso,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 0, 1, 16])"
tier1,pso,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 0, 1, 17])"
tier1,pso,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 0, 1, 18])"
tier1,pso,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 0, 1, 19])"
tier1,ga,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 1, 1, 0])"
tier1,ga,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 1, 1, 1])"
tier1,ga,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 1, 1, 2])"
tier1,ga,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 1, 1, 3])"
tier1,ga,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 1, 1, 4])"
tier1,ga,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 1, 1, 5])"
tier1,ga,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 1, 1, 6])"
tier1,ga,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 1, 1, 7])"
tier1,ga,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 1, 1, 8])"
tier1,ga,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 1, 1, 9])"
tier1,ga,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 1, 1, 10])"
tier1,ga,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 1, 1, 11])"
tier1,ga,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 1, 1, 12])"
tier1,ga,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 1, 1, 13])"
tier1,ga,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 1, 1, 14])"
tier1,ga,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 1, 1, 15])"
tier1,ga,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 1, 1, 16])"
tier1,ga,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 1, 1, 17])"
tier1,ga,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 1, 1, 18])"
tier1,ga,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 1, 1, 19])"
tier1,centroid,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 2, 1, 0])"
tier1,centroid,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 2, 1, 1])"
tier1,centroid,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 2, 1, 2])"
tier1,centroid,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 2, 1, 3])"
tier1,centroid,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 2, 1, 4])"
tier1,centroid,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 2, 1, 5])"
tier1,centroid,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 2, 1, 6])"
tier1,centroid,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 2, 1, 7])"
tier1,centroid,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 2, 1, 8])"
tier1,centroid,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 2, 1, 9])"
tier1,centroid,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 2, 1, 10])"
tier1,centroid,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 2, 1, 11])"
tier1,centroid,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 2, 1, 12])"
tier1,centroid,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 2, 1, 13])"
tier1,centroid,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 2, 1, 14])"
tier1,centroid,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 2, 1, 15])"
tier1,centroid,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 2, 1, 16])"
tier1,centroid,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 2, 1, 17])"
tier1,centroid,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 2, 1, 18])"
tier1,centroid,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 2, 1, 19])"
tier1,static,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 3, 1, 0])"
tier1,static,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 3, 1, 1])"
tier1,static,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 3, 1, 2])"
tier1,static,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 3, 1, 3])"
tier1,static,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 3, 1, 4])"
tier1,static,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 3, 1, 5])"
tier1,static,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 3, 1, 6])"
tier1,static,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 3, 1, 7])"
tier1,static,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 3, 1, 8])"
tier1,static,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 3, 1, 9])"
tier1,static,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 3, 1, 10])"
tier1,static,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 3, 1, 11])"
tier1,static,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 3, 1, 12])"
tier1,static,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 3, 1, 13])"
tier1,static,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 3, 1, 14])"
tier1,static,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 3, 1, 15])"
tier1,static,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 3, 1, 16])"
tier1,static,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 3, 1, 17])"
tier1,static,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 3, 1, 18])"
tier1,static,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 3, 1, 19])"
tier1,random,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 4, 1, 0])"
tier1,random,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 4, 1, 1])"
tier1,random,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 4, 1, 2])"
tier1,random,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 4, 1, 3])"
tier1,random,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 4, 1, 4])"
tier1,random,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 4, 1, 5])"
tier1,random,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 4, 1, 6])"
tier1,random,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 4, 1, 7])"
tier1,random,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 4, 1, 8])"
tier1,random,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 4, 1, 9])"
tier1,random,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 4, 1, 10])"
tier1,random,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 4, 1, 11])"
tier1,random,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 4, 1, 12])"
tier1,random,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 4, 1, 13])"
tier1,random,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 4, 1, 14])"
tier1,random,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 4, 1, 15])"
tier1,random,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 4, 1, 16])"
tier1,random,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 4, 1, 17])"
tier1,random,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 4, 1, 18])"
tier1,random,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 4, 1, 19])"
tier1,mozaffari2016,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 5, 1, 0])"
tier1,mozaffari2016,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 5, 1, 1])"
tier1,mozaffari2016,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 5, 1, 2])"
tier1,mozaffari2016,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 5, 1, 3])"
tier1,mozaffari2016,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 5, 1, 4])"
tier1,mozaffari2016,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 5, 1, 5])"
tier1,mozaffari2016,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 5, 1, 6])"
tier1,mozaffari2016,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 5, 1, 7])"
tier1,mozaffari2016,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 5, 1, 8])"
tier1,mozaffari2016,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 5, 1, 9])"
tier1,mozaffari2016,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 5, 1, 10])"
tier1,mozaffari2016,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 5, 1, 11])"
tier1,mozaffari2016,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 5, 1, 12])"
tier1,mozaffari2016,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 5, 1, 13])"
tier1,mozaffari2016,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 5, 1, 14])"
tier1,mozaffari2016,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 5, 1, 15])"
tier1,mozaffari2016,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 5, 1, 16])"
tier1,mozaffari2016,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 5, 1, 17])"
tier1,mozaffari2016,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 5, 1, 18])"
tier1,mozaffari2016,clustered_N250_K10,19,1878758982,"SeedSequence([9876, 1, 5, 1, 19])"
tier1,alzenad2017,clustered_N250_K10,0,2637323298,"SeedSequence([9876, 1, 6, 1, 0])"
tier1,alzenad2017,clustered_N250_K10,1,1208750388,"SeedSequence([9876, 1, 6, 1, 1])"
tier1,alzenad2017,clustered_N250_K10,2,1141156122,"SeedSequence([9876, 1, 6, 1, 2])"
tier1,alzenad2017,clustered_N250_K10,3,1393887440,"SeedSequence([9876, 1, 6, 1, 3])"
tier1,alzenad2017,clustered_N250_K10,4,930859927,"SeedSequence([9876, 1, 6, 1, 4])"
tier1,alzenad2017,clustered_N250_K10,5,1952841125,"SeedSequence([9876, 1, 6, 1, 5])"
tier1,alzenad2017,clustered_N250_K10,6,1943907348,"SeedSequence([9876, 1, 6, 1, 6])"
tier1,alzenad2017,clustered_N250_K10,7,3664541198,"SeedSequence([9876, 1, 6, 1, 7])"
tier1,alzenad2017,clustered_N250_K10,8,435691733,"SeedSequence([9876, 1, 6, 1, 8])"
tier1,alzenad2017,clustered_N250_K10,9,1428192934,"SeedSequence([9876, 1, 6, 1, 9])"
tier1,alzenad2017,clustered_N250_K10,10,2024800257,"SeedSequence([9876, 1, 6, 1, 10])"
tier1,alzenad2017,clustered_N250_K10,11,3528153481,"SeedSequence([9876, 1, 6, 1, 11])"
tier1,alzenad2017,clustered_N250_K10,12,4109153156,"SeedSequence([9876, 1, 6, 1, 12])"
tier1,alzenad2017,clustered_N250_K10,13,708222467,"SeedSequence([9876, 1, 6, 1, 13])"
tier1,alzenad2017,clustered_N250_K10,14,1047598591,"SeedSequence([9876, 1, 6, 1, 14])"
tier1,alzenad2017,clustered_N250_K10,15,2943773691,"SeedSequence([9876, 1, 6, 1, 15])"
tier1,alzenad2017,clustered_N250_K10,16,17445003,"SeedSequence([9876, 1, 6, 1, 16])"
tier1,alzenad2017,clustered_N250_K10,17,3617190185,"SeedSequence([9876, 1, 6, 1, 17])"
tier1,alzenad2017,clustered_N250_K10,18,2821721054,"SeedSequence([9876, 1, 6, 1, 18])"
